t,energy,enstrophy
3.880690383911132812e+01,2.347802743315696716e-02,2.573817037045955658e-04
3.890438461303710938e+01,2.350742183625698090e-02,2.522939466871321201e-04
3.900186538696289062e+01,2.353531122207641602e-02,2.472897176630795002e-04
3.911559295654296875e+01,2.356337569653987885e-02,2.415307972114533186e-04
3.921307373046875000e+01,2.359214797616004944e-02,2.367447596043348312e-04
3.931055450439453125e+01,2.361987344920635223e-02,2.320420317118987441e-04
3.940803527832031250e+01,2.364609204232692719e-02,2.274171129101887345e-04
3.950551605224609375e+01,2.367088571190834045e-02,2.228699595434591174e-04
3.960299682617187500e+01,2.369468845427036285e-02,2.184034383390098810e-04
3.970047760009765625e+01,2.371926791965961456e-02,2.140314900316298008e-04
3.981420516967773438e+01,2.375266887247562408e-02,2.090792113449424505e-04
3.991168594360351562e+01,2.377630770206451416e-02,2.048829192062839866e-04
4.000916671752929688e+01,2.379947528243064880e-02,2.007657167268916965e-04
4.010664749145507812e+01,2.382365055382251740e-02,1.967376738321036100e-04
4.020412826538085938e+01,2.384881116449832916e-02,1.927967532537877560e-04
4.030160903930664062e+01,2.387484163045883179e-02,1.889399281935766339e-04
4.041533660888671875e+01,2.390172891318798065e-02,1.845102960942313075e-04
4.051281738281250000e+01,2.392540313303470612e-02,1.807993976399302483e-04
4.061029815673828125e+01,2.394988201558589935e-02,1.771675597410649061e-04
4.070777893066406250e+01,2.397518232464790344e-02,1.736130507197231054e-04
4.080525970458984375e+01,2.399978227913379669e-02,1.701239962130784988e-04
4.090274047851562500e+01,2.402329258620738983e-02,1.666966418270021677e-04
4.100022125244140625e+01,2.404564246535301208e-02,1.633296633372083306e-04
4.111394882202148438e+01,2.407118678092956543e-02,1.594827190274372697e-04
4.121142959594726562e+01,2.409476228058338165e-02,1.562667603138834238e-04
4.130891036987304688e+01,2.411727420985698700e-02,1.531081506982445717e-04
4.140639114379882812e+01,2.413868345320224762e-02,1.500058860983699560e-04
4.150387191772460938e+01,2.415926381945610046e-02,1.469607377657666802e-04
4.160135269165039062e+01,2.418023720383644104e-02,1.439787156414240599e-04
4.171508026123046875e+01,2.420867979526519775e-02,1.405969524057582021e-04
4.181256103515625000e+01,2.422918006777763367e-02,1.377396110910922289e-04
4.191004180908203125e+01,2.424914762377738953e-02,1.349367084912955761e-04
4.200752258300781250e+01,2.426972426474094391e-02,1.321931340498849750e-04
4.210500335693359375e+01,2.429088577628135681e-02,1.295076071983203292e-04
4.220248413085937500e+01,2.431271597743034363e-02,1.268791238544508815e-04
4.231621170043945312e+01,2.433477342128753662e-02,1.238625263795256615e-04
4.241369247436523438e+01,2.435495704412460327e-02,1.213393334182910621e-04
4.251117324829101562e+01,2.437576651573181152e-02,1.188697133329696953e-04
4.260865402221679688e+01,2.439666539430618286e-02,1.164501372841186821e-04
4.270613479614257812e+01,2.441670931875705719e-02,1.140753447543829679e-04
4.280361557006835938e+01,2.443587407469749451e-02,1.117445572162978351e-04
4.290109634399414062e+01,2.445415593683719635e-02,1.094570470741018653e-04
4.301482391357421875e+01,2.447818592190742493e-02,1.068578712875023484e-04
4.311230468750000000e+01,2.449689991772174835e-02,1.046709730871953070e-04
4.320978546142578125e+01,2.451476082205772400e-02,1.025249148369766772e-04
4.330726623535156250e+01,2.453266456723213196e-02,1.004224905045703053e-04
4.340474700927734375e+01,2.455107122659683228e-02,9.836460958467796445e-05
4.350222778320312500e+01,2.456998080015182495e-02,9.635028254706412554e-05
4.361595535278320312e+01,2.458930574357509613e-02,9.404177399119362235e-05
4.371343612670898438e+01,2.460720390081405640e-02,9.211144060827791691e-05
4.381091690063476562e+01,2.462542802095413208e-02,9.022140147862955928e-05
4.390839767456054688e+01,2.464306913316249847e-02,8.836772758513689041e-05
4.400587844848632812e+01,2.466008067131042480e-02,8.654965495225042105e-05
4.410335922241210938e+01,2.467667125165462494e-02,8.476723451167345047e-05
4.420083999633789062e+01,2.469328790903091431e-02,8.302122296299785376e-05
4.431456756591796875e+01,2.471396327018737793e-02,8.103316213237121701e-05
4.441204833984375000e+01,2.473023347556591034e-02,7.936225301818922162e-05
4.450952911376953125e+01,2.474637702107429504e-02,7.772510434733703732e-05
4.460700988769531250e+01,2.476241812109947205e-02,7.612104673171415925e-05
4.470449066162109375e+01,2.477843686938285828e-02,7.454974547727033496e-05
4.480197143554687500e+01,2.479434758424758911e-02,7.301026198547333479e-05
4.491569900512695312e+01,2.481133118271827698e-02,7.124967669369652867e-05
4.501317977905273438e+01,2.482700906693935394e-02,6.977708835620433092e-05
4.511066055297851562e+01,2.484246157109737396e-02,6.833408406237140298e-05
4.520814132690429688e+01,2.485735528171062469e-02,6.691921589663252234e-05
4.530562210083007812e+01,2.487183921039104462e-02,6.553235289175063372e-05
4.540310287475585938e+01,2.488645166158676147e-02,6.417429540306329727e-05
4.550058364868164062e+01,2.490137331187725067e-02,6.284488335950300097e-05
4.561431121826171875e+01,2.491840720176696777e-02,6.132748967502266169e-05
4.571179199218750000e+01,2.493289671838283539e-02,6.005555769661441445e-05
4.580927276611328125e+01,2.494725957512855530e-02,5.880951357539743185e-05
4.590675354003906250e+01,2.496101893484592438e-02,5.758776023867540061e-05
4.600423431396484375e+01,2.497436292469501495e-02,5.639030132442712784e-05
4.610171508789062500e+01,2.498794905841350555e-02,5.521803541341796517e-05
4.621544265747070312e+01,2.500317618250846863e-02,5.387963392422534525e-05
4.631292343139648438e+01,2.501636743545532227e-02,5.275836520013399422e-05
4.641040420532226562e+01,2.502977661788463593e-02,5.166067421669140458e-05
4.650788497924804688e+01,2.504306100308895111e-02,5.058538226876407862e-05
4.660536575317382812e+01,2.505581267178058624e-02,4.953130337526090443e-05
4.670284652709960938e+01,2.506822161376476288e-02,4.849837205256335437e-05
4.680032730102539062e+01,2.508077211678028107e-02,4.748709034174680710e-05
4.691405487060546875e+01,2.509588189423084259e-02,4.633448770618997514e-05
4.701153564453125000e+01,2.510797232389450073e-02,4.536718188319355249e-05
4.710901641845703125e+01,2.512030303478240967e-02,4.442031058715656400e-05
4.720649719238281250e+01,2.513266913592815399e-02,4.349312439444474876e-05
4.730397796630859375e+01,2.514466829597949982e-02,4.258455010131001472e-05
4.740145874023437500e+01,2.515623718500137329e-02,4.169414387433789670e-05
4.751518630981445312e+01,2.517002448439598083e-02,4.067910049343481660e-05
4.761266708374023438e+01,2.518157474696636200e-02,3.982820271630771458e-05
4.771014785766601562e+01,2.519285492599010468e-02,3.899458170053549111e-05
4.780762863159179688e+01,2.520406059920787811e-02,3.817816104856319726e-05
4.790510940551757812e+01,2.521537058055400848e-02,3.737886072485707700e-05
4.800259017944335938e+01,2.522662654519081116e-02,3.659610229078680277e-05
4.810007095336914062e+01,2.523772418498992920e-02,3.582941280910745263e-05
4.821379852294921875e+01,2.525008469820022583e-02,3.495428973110392690e-05
4.831127929687500000e+01,2.526087127625942230e-02,3.422133522690273821e-05
4.840876007080078125e+01,2.527154050767421722e-02,3.350351107656024396e-05
4.850624084472656250e+01,2.528209239244461060e-02,3.280048258602619171e-05
4.860372161865234375e+01,2.529262565076351166e-02,3.211207513231784105e-05
4.870120239257812500e+01,2.530303969979286194e-02,3.143788126180879772e-05
4.881492996215820312e+01,2.531503513455390930e-02,3.066887438762933016e-05
4.891241073608398438e+01,2.532531693577766418e-02,3.002462653967086226e-05
4.900989151000976562e+01,2.533552423119544983e-02,2.939374280686024576e-05
4.910737228393554688e+01,2.534539066255092621e-02,2.877564656955655664e-05
4.920485305786132812e+01,2.535503916442394257e-02,2.817022868839558214e-05
4.930233383178710938e+01,2.536460943520069122e-02,2.757738911896012723e-05
4.941606140136718750e+01,2.537590637803077698e-02,2.690151268325280398e-05
4.951354217529296875e+01,2.538523823022842407e-02,2.633495751069858670e-05
4.961102294921875000e+01,2.539444528520107269e-02,2.578014391474425793e-05
4.970850372314453125e+01,2.540371380746364594e-02,2.523699549783486873e-05
4.980598449707031250e+01,2.541309408843517303e-02,2.470531580911483616e-05
4.990346527099609375e+01,2.542243711650371552e-02,2.418473923171404749e-05
5.000094604492187500e+01,2.543161809444427490e-02,2.367491470067761838e-05
5.011467361450195312e+01,2.544227987527847290e-02,2.309356568730436265e-05
5.021215438842773438e+01,2.545139752328395844e-02,2.260654764540959150e-05
5.030963516235351562e+01,2.546037547290325165e-02,2.212963954661972821e-05
5.040711593627929688e+01,2.546919137239456177e-02,2.166258491342887282e-05
5.050459671020507812e+01,2.547770179808139801e-02,2.120509452652186155e-05
5.060207748413085938e+01,2.548599615693092346e-02,2.075704651360865682e-05
5.071580505371093750e+01,2.549544721841812134e-02,2.024603600148111582e-05
5.081328582763671875e+01,2.550373971462249756e-02,1.981813147722277790e-05
5.091076660156250000e+01,2.551183663308620453e-02,1.939908179338090122e-05
5.100824737548828125e+01,2.551984414458274841e-02,1.898877053463365883e-05
5.110572814941406250e+01,2.552791871130466461e-02,1.858715222624596208e-05
5.120320892333984375e+01,2.553603798151016235e-02,1.819400495151057839e-05
5.130068969726562500e+01,2.554412931203842163e-02,1.780910679372027516e-05
5.141441726684570312e+01,2.555369213223457336e-02,1.737036654958501458e-05
5.151189804077148438e+01,2.556150406599044800e-02,1.700262873782776296e-05
5.160937881469726562e+01,2.556934766471385956e-02,1.664265255385544151e-05
5.170685958862304688e+01,2.557700127363204956e-02,1.629014877835288644e-05
5.180434036254882812e+01,2.558450773358345032e-02,1.594498280610423535e-05
5.190182113647460938e+01,2.559177204966545105e-02,1.560695636726450175e-05
5.201554870605468750e+01,2.560004219412803650e-02,1.522148522781208158e-05
5.211302947998046875e+01,2.560728043317794800e-02,1.489870646764757112e-05
5.221051025390625000e+01,2.561430260539054871e-02,1.458263432141393423e-05
5.230799102783203125e+01,2.562133409082889557e-02,1.427322877134429291e-05
5.240547180175781250e+01,2.562843635678291321e-02,1.397039977746317163e-05
5.250295257568359375e+01,2.563552558422088623e-02,1.367395816487260163e-05
5.260043334960937500e+01,2.564246952533721924e-02,1.338370839221170172e-05
5.271416091918945312e+01,2.565082907676696777e-02,1.305295154452323914e-05
5.281164169311523438e+01,2.565765567123889923e-02,1.277576939173741266e-05
5.290912246704101562e+01,2.566432766616344452e-02,1.250437253474956378e-05
5.300660324096679688e+01,2.567077241837978363e-02,1.223862000188091770e-05
5.310408401489257812e+01,2.567716687917709351e-02,1.197846631839638576e-05
5.320156478881835938e+01,2.568359300494194031e-02,1.172383599623572081e-05
5.331529235839843750e+01,2.569089271128177643e-02,1.143348799814702943e-05
5.341277313232421875e+01,2.569719776511192322e-02,1.119034550356445834e-05
5.351025390625000000e+01,2.570345625281333923e-02,1.095233074011048302e-05
5.360773468017578125e+01,2.570970170199871063e-02,1.071935821528313681e-05
5.370521545410156250e+01,2.571581490337848663e-02,1.049126149155199528e-05
5.380269622802734375e+01,2.572179399430751801e-02,1.026795507641509175e-05
5.390017700195312500e+01,2.572772279381752014e-02,1.004936257231747732e-05
5.401390457153320312e+01,2.573467604815959930e-02,9.800204679777380079e-06
5.411138534545898438e+01,2.574038133025169373e-02,9.591451089363545179e-06
5.420886611938476562e+01,2.574623748660087585e-02,9.387184945808257908e-06
5.430634689331054688e+01,2.575198374688625336e-02,9.187216164718847722e-06
5.440382766723632812e+01,2.575768530368804932e-02,8.991471077024471015e-06
5.450130844116210938e+01,2.576327882707118988e-02,8.799849638307932764e-06
5.461503601074218750e+01,2.576952986419200897e-02,8.581338988733477890e-06
5.471251678466796875e+01,2.577489800751209259e-02,8.398354111704975367e-06
5.480999755859375000e+01,2.578019909560680389e-02,8.219239134632516652e-06
5.490747833251953125e+01,2.578556165099143982e-02,8.043950401770416647e-06
5.500495910644531250e+01,2.579085528850555420e-02,7.872366950323339552e-06
5.510243988037109375e+01,2.579603530466556549e-02,7.704397830821108073e-06
5.521616744995117188e+01,2.580245770514011383e-02,7.513043328799540177e-06
5.531364822387695312e+01,2.580746449530124664e-02,7.352667580562410876e-06
5.541112899780273438e+01,2.581245638430118561e-02,7.195700163720175624e-06
5.550860977172851562e+01,2.581749670207500458e-02,7.042082415864570066e-06
5.560609054565429688e+01,2.582247927784919739e-02,6.891717930557206273e-06
5.570357131958007812e+01,2.582731656730175018e-02,6.744520760548766702e-06
5.580105209350585938e+01,2.583206258714199066e-02,6.600436336157144979e-06
5.591477966308593750e+01,2.583739720284938812e-02,6.436159765144111589e-06
5.601226043701171875e+01,2.584213577210903168e-02,6.298637799773132429e-06
5.610974121093750000e+01,2.584676630795001984e-02,6.164020305732265115e-06
5.620722198486328125e+01,2.585136331617832184e-02,6.032263627275824547e-06
5.630470275878906250e+01,2.585588395595550537e-02,5.903300007048528641e-06
5.640218353271484375e+01,2.586042508482933044e-02,5.777085789304692298e-06
5.651591110229492188e+01,2.586568519473075867e-02,5.633225555357057601e-06
5.661339187622070312e+01,2.587012387812137604e-02,5.512745246960548684e-06
5.671087265014648438e+01,2.587449178099632263e-02,5.394822892412776127e-06
5.680835342407226562e+01,2.587871253490447998e-02,5.279388005874352530e-06
5.690583419799804688e+01,2.588293142616748810e-02,5.166411938262172043e-06
5.700331497192382812e+01,2.588711120188236237e-02,5.055841938883531839e-06
5.710079574584960938e+01,2.589130401611328125e-02,4.947634806740097702e-06
5.721452331542968750e+01,2.589624933898448944e-02,4.824315965379355475e-06
5.731200408935546875e+01,2.590037882328033447e-02,4.721034201793372631e-06
5.740948486328125000e+01,2.590445987880229950e-02,4.619953415385680273e-06
5.750696563720703125e+01,2.590847946703433990e-02,4.521019945968873799e-06
5.760444641113281250e+01,2.591246552765369415e-02,4.424191502039320767e-06
5.770192718505859375e+01,2.591633424162864685e-02,4.329417151893721893e-06
5.781565475463867188e+01,2.592052891850471497e-02,4.221352355671115220e-06
5.791313552856445312e+01,2.592436224222183228e-02,4.130904017074499279e-06
5.801061630249023438e+01,2.592818439006805420e-02,4.042388354719150811e-06
5.810809707641601562e+01,2.593197487294673920e-02,3.955758074880577624e-06
5.820557785034179688e+01,2.593570575118064880e-02,3.870972250297199935e-06
5.830305862426757812e+01,2.593940868973731995e-02,3.787996547544025816e-06
5.840053939819335938e+01,2.594302222132682800e-02,3.706779807544080541e-06
5.851426696777343750e+01,2.594706043601036072e-02,3.614195975387701765e-06
5.861174774169921875e+01,2.595059946179389954e-02,3.536688382155261934e-06
5.870922851562500000e+01,2.595410495996475220e-02,3.460835614532697946e-06
5.880670928955078125e+01,2.595756761729717255e-02,3.386597882126807235e-06
5.890419006347656250e+01,2.596097066998481750e-02,3.313941988380975090e-06
5.900167083740234375e+01,2.596433646976947784e-02,3.242836100980639458e-06
5.911539840698242188e+01,2.596855536103248596e-02,3.161838094456470571e-06
5.921287918090820312e+01,2.597179822623729706e-02,3.093973646173253655e-06
5.931035995483398438e+01,2.597503736615180969e-02,3.027560296686715446e-06
5.940784072875976562e+01,2.597822993993759155e-02,2.962566441055969335e-06
5.950532150268554688e+01,2.598145604133605957e-02,2.898968659792444669e-06
5.960280227661132812e+01,2.598462440073490143e-02,2.836728526744991541e-06
5.970028305053710938e+01,2.598774619400501251e-02,2.775815573841100559e-06
5.981401062011718750e+01,2.599134482443332672e-02,2.706392251639044844e-06
5.991149139404296875e+01,2.599446848034858704e-02,2.648270765348570421e-06
6.000897216796875000e+01,2.599750459194183350e-02,2.591387783468235284e-06
6.010645294189453125e+01,2.600051090121269226e-02,2.535720113883144222e-06
6.020393371582031250e+01,2.600344270467758179e-02,2.481239334883866832e-06
6.030141448974609375e+01,2.600637264549732208e-02,2.427925664960639551e-06
6.041514205932617188e+01,2.600969374179840088e-02,2.367163233429891989e-06
6.051262283325195312e+01,2.601258084177970886e-02,2.316292011528275907e-06
6.061010360717773438e+01,2.601539529860019684e-02,2.266507408421603031e-06
6.070758438110351562e+01,2.601823583245277405e-02,2.217791688963188790e-06
6.080506515502929688e+01,2.602100372314453125e-02,2.170117113564629108e-06
6.090254592895507812e+01,2.602373436093330383e-02,2.123461399605730549e-06
6.100002670288085938e+01,2.602649107575416565e-02,2.077810449918615632e-06
6.111375427246093750e+01,2.602969668805599213e-02,2.025783942372072488e-06
6.121123504638671875e+01,2.603238075971603394e-02,1.982224148378008977e-06
6.130871582031250000e+01,2.603505738079547882e-02,1.939594994837534614e-06
6.140619659423828125e+01,2.603763528168201447e-02,1.897876586554048117e-06
6.150367736816406250e+01,2.604015730321407318e-02,1.857049142017785925e-06
6.160115814208984375e+01,2.604265324771404266e-02,1.817097540879331063e-06
6.171488571166992188e+01,2.604549191892147064e-02,1.771565280250797514e-06
6.181236648559570312e+01,2.604796364903450012e-02,1.733448243612656370e-06
6.190984725952148438e+01,2.605039998888969421e-02,1.696149865892948583e-06
6.200732803344726562e+01,2.605285681784152985e-02,1.659652639318665024e-06
6.210480880737304688e+01,2.605520375072956085e-02,1.623931893846020103e-06
6.220228958129882812e+01,2.605756558477878571e-02,1.588980239830561914e-06
6.231601715087890625e+01,2.606047317385673523e-02,1.549159492242324632e-06
6.241349792480468750e+01,2.606277354061603546e-02,1.515811391072929837e-06
6.251097869873046875e+01,2.606511302292346954e-02,1.483179403294343501e-06
6.260845947265625000e+01,2.606738545000553131e-02,1.451245907446718775e-06
6.270594024658203125e+01,2.606963738799095154e-02,1.419998852725257166e-06
6.280342102050781250e+01,2.607187256217002869e-02,1.389421868225326762e-06
6.290090179443359375e+01,2.607403695583343506e-02,1.359500629405374639e-06
6.301462936401367188e+01,2.607635408639907837e-02,1.325394805462565273e-06
6.311211013793945312e+01,2.607848308980464935e-02,1.296847585763316602e-06
6.320959091186523438e+01,2.608060277998447418e-02,1.268912342311523389e-06
6.330707168579101562e+01,2.608273364603519440e-02,1.241580321220681071e-06
6.340455245971679688e+01,2.608484029769897461e-02,1.214838448504451662e-06
6.350203323364257812e+01,2.608690038323402405e-02,1.188666033158369828e-06
6.361576080322265625e+01,2.608936280012130737e-02,1.158843019766209181e-06
6.371324157714843750e+01,2.609136514365673065e-02,1.133873183789546601e-06
6.381072235107421875e+01,2.609333768486976624e-02,1.109437903323851060e-06
6.390820312500000000e+01,2.609531953930854797e-02,1.085529788724670652e-06
6.400568389892578125e+01,2.609719894826412201e-02,1.062131332218996249e-06
6.410314178466796875e+01,2.609911747276782990e-02,1.039237872646481264e-06
6.420059967041015625e+01,2.610099874436855316e-02,1.016837359202327207e-06
6.431430053710937500e+01,2.610309794545173645e-02,9.913105714076664299e-07
6.441175842285156250e+01,2.610496059060096741e-02,9.699401744001079351e-07
6.450921630859375000e+01,2.610679529607295990e-02,9.490305501458351500e-07
6.460667419433593750e+01,2.610858343541622162e-02,9.285672604164574295e-07
6.470413208007812500e+01,2.611038088798522949e-02,9.085454735213716049e-07
6.480158996582031250e+01,2.611216157674789429e-02,8.889538207768055145e-07
6.491529083251953125e+01,2.611429616808891296e-02,8.666312396599096246e-07
6.501274871826171875e+01,2.611600980162620544e-02,8.479409530082193669e-07
6.511020660400390625e+01,2.611771412193775177e-02,8.296532882923202123e-07
6.520766448974609375e+01,2.611940912902355194e-02,8.117589231915189885e-07
6.530512237548828125e+01,2.612107619643211365e-02,7.942480237943527754e-07
6.540258026123046875e+01,2.612273395061492920e-02,7.771138825773959979e-07
6.550003814697265625e+01,2.612430788576602936e-02,7.603469498462800402e-07
6.561373901367187500e+01,2.612626738846302032e-02,7.412446052512677852e-07
6.571119689941406250e+01,2.612785436213016510e-02,7.252518230416171718e-07
6.580865478515625000e+01,2.612945251166820526e-02,7.096028866726555862e-07
6.590611267089843750e+01,2.613106369972229004e-02,6.942919981156592257e-07
6.600357055664062500e+01,2.613259479403495789e-02,6.793094371460028924e-07
6.610102844238281250e+01,2.613413706421852112e-02,6.646503152296645567e-07
6.621472930908203125e+01,2.613572590053081512e-02,6.479435228357033338e-07
6.631218719482421875e+01,2.613724209368228912e-02,6.339607807603897527e-07
6.640964508056640625e+01,2.613869495689868927e-02,6.202761824170011096e-07
6.650710296630859375e+01,2.614017575979232788e-02,6.068873403819452506e-07
6.660456085205078125e+01,2.614165656268596649e-02,5.937877745054720435e-07
6.670201873779296875e+01,2.614312246441841125e-02,5.809702088299673051e-07
6.681571960449218750e+01,2.614478394389152527e-02,5.663629849550488871e-07
6.691317749023437500e+01,2.614617720246315002e-02,5.541359087146702223e-07
6.701063537597656250e+01,2.614758722484111786e-02,5.421705964181455784e-07
6.710809326171875000e+01,2.614895626902580261e-02,5.304609089762379881e-07
6.720555114746093750e+01,2.615029364824295044e-02,5.190076421968115028e-07
6.730300903320312500e+01,2.615160495042800903e-02,5.078014169157540891e-07
6.740046691894531250e+01,2.615291252732276917e-02,4.968348434886138421e-07
6.751416778564453125e+01,2.615445107221603394e-02,4.843369083573634271e-07
6.761162567138671875e+01,2.615572512149810791e-02,4.738752465982543072e-07
6.770908355712890625e+01,2.615699172019958496e-02,4.636424364434788004e-07
6.780654144287109375e+01,2.615824155509471893e-02,4.536297240065323422e-07
6.790399932861328125e+01,2.615950629115104675e-02,4.438328176092909416e-07
6.800145721435546875e+01,2.616073377430438995e-02,4.342471697782457341e-07
6.811515808105468750e+01,2.616218104958534241e-02,4.233256163388432469e-07
6.821261596679687500e+01,2.616338804364204407e-02,4.141824376802105689e-07
6.831007385253906250e+01,2.616456709802150726e-02,4.052364772633154644e-07
6.840753173828125000e+01,2.616574801504611969e-02,3.964833013014867902e-07
6.850498962402343750e+01,2.616692706942558289e-02,3.879197834066872019e-07
6.860244750976562500e+01,2.616809494793415070e-02,3.795396423811325803e-07
6.871614837646484375e+01,2.616942301392555237e-02,3.699917954236298101e-07
6.881360626220703125e+01,2.617057226598262787e-02,3.619988149239361519e-07
6.891106414794921875e+01,2.617169171571731567e-02,3.541780415616813116e-07
6.900852203369140625e+01,2.617279067635536194e-02,3.465261784185713623e-07
6.910597991943359375e+01,2.617389522492885590e-02,3.390397864677652251e-07
6.920343780517578125e+01,2.617498673498630524e-02,3.317151993087463779e-07
6.930089569091796875e+01,2.617604658007621765e-02,3.245480115765531082e-07
6.941459655761718750e+01,2.617719769477844238e-02,3.163808628414699342e-07
6.951205444335937500e+01,2.617825381457805634e-02,3.095438785294390982e-07
6.960951232910156250e+01,2.617929317057132721e-02,3.028543460459331982e-07
6.970697021484375000e+01,2.618027105927467346e-02,2.963100484976166626e-07
6.980442810058593750e+01,2.618126943707466125e-02,2.899072626405541087e-07
6.990188598632812500e+01,2.618224546313285828e-02,2.836420947005535709e-07
7.001558685302734375e+01,2.618355862796306610e-02,2.765036128948850092e-07
7.011304473876953125e+01,2.618448622524738312e-02,2.705260726543201599e-07
7.021050262451171875e+01,2.618544921278953552e-02,2.646782490955956746e-07
7.030796051025390625e+01,2.618640474975109100e-02,2.589568737221270567e-07
7.040541839599609375e+01,2.618735656142234802e-02,2.533600991228013299e-07
7.050287628173828125e+01,2.618828974664211273e-02,2.478849978615471628e-07
7.060033416748046875e+01,2.618924155831336975e-02,2.425261129701539176e-07
7.071403503417968750e+01,2.619025297462940216e-02,2.364203908200579463e-07
7.081149291992187500e+01,2.619120478630065918e-02,2.313084905836149119e-07
7.090895080566406250e+01,2.619214355945587158e-02,2.263064402541203890e-07
7.100640869140625000e+01,2.619303576648235321e-02,2.214138135059329215e-07
7.110386657714843750e+01,2.619390748441219330e-02,2.166267023540058290e-07
7.120132446289062500e+01,2.619471959769725800e-02,2.119426767421828117e-07
7.131502532958984375e+01,2.619565278291702271e-02,2.066054634042302496e-07
7.141248321533203125e+01,2.619649842381477356e-02,2.021379685857027653e-07
7.150994110107421875e+01,2.619732171297073364e-02,1.977665107233406161e-07
7.160739898681640625e+01,2.619816735386848450e-02,1.934900524247495923e-07
7.170485687255859375e+01,2.619898132979869843e-02,1.893049841328320326e-07
7.180231475830078125e+01,2.619978040456771851e-02,1.852109221545106266e-07
7.191601562500000000e+01,2.620078623294830322e-02,1.805458964554418344e-07
7.201347351074218750e+01,2.620158530771732330e-02,1.766407251579948934e-07
7.211093139648437500e+01,2.620235644280910492e-02,1.728202221329411259e-07
7.220838928222656250e+01,2.620312012732028961e-02,1.690820994326713844e-07
7.230584716796875000e+01,2.620387822389602661e-02,1.654240691095765214e-07
7.240330505371093750e+01,2.620463259518146515e-02,1.618465717001527082e-07
7.250076293945312500e+01,2.620535530149936676e-02,1.583454576348231058e-07
7.261446380615234375e+01,2.620611712336540222e-02,1.543554191130169784e-07
7.271192169189453125e+01,2.620681375265121460e-02,1.510163940565689700e-07
7.280937957763671875e+01,2.620755322277545929e-02,1.477487643342101364e-07
7.290683746337890625e+01,2.620828896760940552e-02,1.445525299459404778e-07
7.300429534912109375e+01,2.620898187160491943e-02,1.414251045162018272e-07
7.310175323486328125e+01,2.620966359972953796e-02,1.383638448260171572e-07
7.321545410156250000e+01,2.621056325733661652e-02,1.348783911225837073e-07
7.331291198730468750e+01,2.621121518313884735e-02,1.319606752758772927e-07
7.341036987304687500e+01,2.621189691126346588e-02,1.291075335529967560e-07
7.350782775878906250e+01,2.621252648532390594e-02,1.263146032215445302e-07
7.360528564453125000e+01,2.621318399906158447e-02,1.235824811374186538e-07
7.370274353027343750e+01,2.621383592486381531e-02,1.209083393405308016e-07
7.380020141601562500e+01,2.621446549892425537e-02,1.182924478371205623e-07
7.391390228271484375e+01,2.621518261730670929e-02,1.153115150032135716e-07
7.401136016845703125e+01,2.621576562523841858e-02,1.128157549601382925e-07
7.410881805419921875e+01,2.621636539697647095e-02,1.103740956409637874e-07
7.420627593994140625e+01,2.621695771813392639e-02,1.079854925478684891e-07
7.430373382568359375e+01,2.621754631400108337e-02,1.056487519690563204e-07
7.440119171142578125e+01,2.621820755302906036e-02,1.033625238733293372e-07
7.451489257812500000e+01,2.621899731457233429e-02,1.007593581903165614e-07
7.461235046386718750e+01,2.621959336102008820e-02,9.857841121174715227e-08
7.470980834960937500e+01,2.622017636895179749e-02,9.644565324151699315e-08
7.480726623535156250e+01,2.622074633836746216e-02,9.435758840936614433e-08
7.490472412109375000e+01,2.622133865952491760e-02,9.231493436345772352e-08
7.500218200683593750e+01,2.622191421687602997e-02,9.031547421045615920e-08
7.511588287353515625e+01,2.622238546609878540e-02,8.803818474234503810e-08
7.521334075927734375e+01,2.622293308377265930e-02,8.613267254986567423e-08
7.531079864501953125e+01,2.622347138822078705e-02,8.426834341435096576e-08
7.540825653076171875e+01,2.622401528060436249e-02,8.244418125968877575e-08
7.550571441650390625e+01,2.622452750802040100e-02,8.065931922374147689e-08
7.560317230224609375e+01,2.622509188950061798e-02,7.891324571573932189e-08
7.570063018798828125e+01,2.622560597956180573e-02,7.720423411683441373e-08
7.581433105468750000e+01,2.622629329562187195e-02,7.525749623482624884e-08
7.591178894042968750e+01,2.622676640748977661e-02,7.362801568433496868e-08
7.600924682617187500e+01,2.622726559638977051e-02,7.203293961310919258e-08
7.610670471191406250e+01,2.622770331799983978e-02,7.047378858260344714e-08
7.620416259765625000e+01,2.622821740806102753e-02,6.894819648550765123e-08
7.630162048339843750e+01,2.622870542109012604e-02,6.745595015900107683e-08
7.641532135009765625e+01,2.622926607728004456e-02,6.575688615839681006e-08
7.651277923583984375e+01,2.622975222766399384e-02,6.433215560264216037e-08
7.661023712158203125e+01,2.623022720217704773e-02,6.293991106076646247e-08
7.670769500732421875e+01,2.623072825372219086e-02,6.157783616345113842e-08
7.680515289306640625e+01,2.623120322823524475e-02,6.024370691193325911e-08
7.690261077880859375e+01,2.623164467513561249e-02,5.893890175912019913e-08
7.700006866455078125e+01,2.623211592435836792e-02,5.766252186845122196e-08
7.711376953125000000e+01,2.623243629932403564e-02,5.620789167437578726e-08
7.721122741699218750e+01,2.623286657035350800e-02,5.499046906720650441e-08
7.730868530273437500e+01,2.623329311609268188e-02,5.380008971656025096e-08
7.740614318847656250e+01,2.623374015092849731e-02,5.263591873472250882e-08
7.750360107421875000e+01,2.623414620757102966e-02,5.149605897258879850e-08
