t,energy,enstrophy
7.760105895996093750e+01,2.623458392918109894e-02,5.038037187432564679e-08
7.771475982666015625e+01,2.623521909117698669e-02,4.911037621013747412e-08
7.781221771240234375e+01,2.623562142252922058e-02,4.804649833545227011e-08
7.790967559814453125e+01,2.623603865504264832e-02,4.700576994309813017e-08
7.800713348388671875e+01,2.623641677200794220e-02,4.598685521273182530e-08
7.810459136962890625e+01,2.623682282865047455e-02,4.499070271890559525e-08
7.820204925537109375e+01,2.623717673122882843e-02,4.401715969493125158e-08
7.831575012207031250e+01,2.623757161200046539e-02,4.290759036962299433e-08
7.841320800781250000e+01,2.623796276748180389e-02,4.197861613874920295e-08
7.851066589355468750e+01,2.623833715915679932e-02,4.106989948127193202e-08
7.860812377929687500e+01,2.623870596289634705e-02,4.018102117697708309e-08
7.870558166503906250e+01,2.623903751373291016e-02,3.930968617282815103e-08
7.880303955078125000e+01,2.623939886689186096e-02,3.845714147132639482e-08
7.890049743652343750e+01,2.623975649476051331e-02,3.762364642057036690e-08
7.901419830322265625e+01,2.624033391475677490e-02,3.667415882091518142e-08
7.911165618896484375e+01,2.624066546559333801e-02,3.587941321825383056e-08
7.920911407470703125e+01,2.624101936817169189e-02,3.510156432184885489e-08
7.930657196044921875e+01,2.624136954545974731e-02,3.434086792708512803e-08
7.940402984619140625e+01,2.624171413481235504e-02,3.359675915248772071e-08
7.950148773193359375e+01,2.624208666384220123e-02,3.286834271420957521e-08
7.961518859863281250e+01,2.624226920306682587e-02,3.203853182753846340e-08
7.971264648437500000e+01,2.624259144067764282e-02,3.134416814987162070e-08
7.981010437011718750e+01,2.624293416738510132e-02,3.066553233566082781e-08
7.990756225585937500e+01,2.624322846531867981e-02,3.000128856456285575e-08
8.000502014160156250e+01,2.624355070292949677e-02,2.935070142484619282e-08
8.010247802734375000e+01,2.624386921525001526e-02,2.871514759306137421e-08
8.021617889404296875e+01,2.624450437724590302e-02,2.799217924120966927e-08
8.031363677978515625e+01,2.624480053782463074e-02,2.738620352715770423e-08
8.041109466552734375e+01,2.624510601162910461e-02,2.679175459263660741e-08
8.050855255126953125e+01,2.624542266130447388e-02,2.621079886466759490e-08
8.060601043701171875e+01,2.624568901956081390e-02,2.564228118728806294e-08
8.070346832275390625e+01,2.624597959220409393e-02,2.508674512569086801e-08
8.080092620849609375e+01,2.624628506600856781e-02,2.454310354949029715e-08
8.091462707519531250e+01,2.624635398387908936e-02,2.392279085938753269e-08
8.101208496093750000e+01,2.624663524329662323e-02,2.340378379983576451e-08
8.110954284667968750e+01,2.624690532684326172e-02,2.289629108531698876e-08
8.120700073242187500e+01,2.624717541038990021e-02,2.239958618588389072e-08
8.130445861816406250e+01,2.624746412038803101e-02,2.191379344651522842e-08
8.140191650390625000e+01,2.624774724245071411e-02,2.143809396670803835e-08
8.151561737060546875e+01,2.624833025038242340e-02,2.089699435714464926e-08
8.161307525634765625e+01,2.624860219657421112e-02,2.044410152279851900e-08
8.171053314208984375e+01,2.624886110424995422e-02,2.000055410178447346e-08
8.180799102783203125e+01,2.624912932515144348e-02,1.956649953172018286e-08
8.190544891357421875e+01,2.624939009547233582e-02,1.914198755059715040e-08
8.200290679931640625e+01,2.624966017901897430e-02,1.872650123857511062e-08
8.210036468505859375e+01,2.624990604817867279e-02,1.832057705541956238e-08
8.221406555175781250e+01,2.624993026256561279e-02,1.785760161965299631e-08
8.231152343750000000e+01,2.625015005469322205e-02,1.747033451238166890e-08
8.240898132324218750e+01,2.625035867094993591e-02,1.709157260165738990e-08
8.250643920898437500e+01,2.625060640275478363e-02,1.672087890369766683e-08
8.260389709472656250e+01,2.625084482133388519e-02,1.635886093254157458e-08
8.270135498046875000e+01,2.625107765197753906e-02,1.600464116791044944e-08
8.281505584716796875e+01,2.625172398984432220e-02,1.560105644671239133e-08
8.291251373291015625e+01,2.625194750726222992e-02,1.526243487148803979e-08
8.300997161865234375e+01,2.625218220055103302e-02,1.493156531751083094e-08
8.310742950439453125e+01,2.625240571796894073e-02,1.460811382969495753e-08
8.320488739013671875e+01,2.625261619687080383e-02,1.429183438261816264e-08
8.330234527587890625e+01,2.625284902751445770e-02,1.398238680394570110e-08
8.341604614257812500e+01,2.625272981822490692e-02,1.362925594605712831e-08
8.351350402832031250e+01,2.625294961035251617e-02,1.333323407237685387e-08
8.361096191406250000e+01,2.625315822660923004e-02,1.304386110234645457e-08
8.370841979980468750e+01,2.625338360667228699e-02,1.276124095284103532e-08
8.380587768554687500e+01,2.625356800854206085e-02,1.248532655040435202e-08
8.390333557128906250e+01,2.625379525125026703e-02,1.221516043869996793e-08
8.400079345703125000e+01,2.625399082899093628e-02,1.195035714829373319e-08
8.411449432373046875e+01,2.625460363924503326e-02,1.164861629376900964e-08
8.421195220947265625e+01,2.625481598079204559e-02,1.139554850482227266e-08
8.430941009521484375e+01,2.625500038266181946e-02,1.114841996496807042e-08
8.440686798095703125e+01,2.625515125691890717e-02,1.090711165829816309e-08
8.450432586669921875e+01,2.625535242259502411e-02,1.067040056312862362e-08
8.460178375244140625e+01,2.625553496181964874e-02,1.043905673014933200e-08
8.471548461914062500e+01,2.625546231865882874e-02,1.017492845534206936e-08
8.481294250488281250e+01,2.625567093491554260e-02,9.954017166080575407e-09
8.491040039062500000e+01,2.625587768852710724e-02,9.737417983046725567e-09
8.500785827636718750e+01,2.625605650246143341e-02,9.525511934782571188e-09
8.510531616210937500e+01,2.625624462962150574e-02,9.318907423505606857e-09
8.520277404785156250e+01,2.625640481710433960e-02,9.115828980554852023e-09
8.530023193359375000e+01,2.625656872987747192e-02,8.917762528426464996e-09
8.541393280029296875e+01,2.625702507793903351e-02,8.692945030475129897e-09
8.551139068603515625e+01,2.625718526542186737e-02,8.504610349291397142e-09
8.560884857177734375e+01,2.625736966729164124e-02,8.320167665942790336e-09
8.570630645751953125e+01,2.625749818980693817e-02,8.139052098954380199e-09
8.580376434326171875e+01,2.625767141580581665e-02,7.962005277306616335e-09
8.590122222900390625e+01,2.625783532857894897e-02,7.788877098846569424e-09
8.601492309570312500e+01,2.625788003206253052e-02,7.592785067345175776e-09
8.611238098144531250e+01,2.625805512070655823e-02,7.428598625125459876e-09
8.620983886718750000e+01,2.625819668173789978e-02,7.268140755911645101e-09
8.630729675292968750e+01,2.625837177038192749e-02,7.110743549532116958e-09
8.640475463867187500e+01,2.625853009521961212e-02,6.956728970664016742e-09
8.650221252441406250e+01,2.625868469476699829e-02,6.806166741313290913e-09
8.661591339111328125e+01,2.625896036624908447e-02,6.634112814651871304e-09
8.671337127685546875e+01,2.625910006463527679e-02,6.490079140775151245e-09
8.681082916259765625e+01,2.625923417508602142e-02,6.349538672623111779e-09
8.690828704833984375e+01,2.625938504934310913e-02,6.212124148419206904e-09
8.700574493408203125e+01,2.625952661037445068e-02,6.077502945345258922e-09
8.710320281982421875e+01,2.625968679785728455e-02,5.946161785175263503e-09
8.720066070556640625e+01,2.625981345772743225e-02,5.817592185763942325e-09
8.731436157226562500e+01,2.625991031527519226e-02,5.670184322070781491e-09
8.741181945800781250e+01,2.626005932688713074e-02,5.546833659053618248e-09
8.750927734375000000e+01,2.626025676727294922e-02,5.426429972033020022e-09
8.760673522949218750e+01,2.626038528978824615e-02,5.309151784871346536e-09
8.770419311523437500e+01,2.626053802669048309e-02,5.194856989021445770e-09
8.780165100097656250e+01,2.626068331301212311e-02,5.082824827695731074e-09
8.791535186767578125e+01,2.626077271997928619e-02,4.954115784272516976e-09
8.801280975341796875e+01,2.626090683043003082e-02,4.847243051386840307e-09
8.811026763916015625e+01,2.626105956733226776e-02,4.742111148203775883e-09
8.820772552490234375e+01,2.626118622720241547e-02,4.638325723504976850e-09
8.830518341064453125e+01,2.626132406294345856e-02,4.537272335625175401e-09
8.840264129638671875e+01,2.626145072281360626e-02,4.438507339443731325e-09
8.850009918212890625e+01,2.626156434416770935e-02,4.341720760692169279e-09
8.861380004882812500e+01,2.626174502074718475e-02,4.231590633452242400e-09
8.871125793457031250e+01,2.626189216971397400e-02,4.139591336382864029e-09
8.880871582031250000e+01,2.626203186810016632e-02,4.049561574959170684e-09
8.890617370605468750e+01,2.626215480268001556e-02,3.961314831713025342e-09
8.900363159179687500e+01,2.626230567693710327e-02,3.875026965971528625e-09
8.910108947753906250e+01,2.626241929829120636e-02,3.790008751280993238e-09
8.921479034423828125e+01,2.626237273216247559e-02,3.693835903817443977e-09
8.931224822998046875e+01,2.626247331500053406e-02,3.612991017476474553e-09
8.940970611572265625e+01,2.626261115074157715e-02,3.533636050434552089e-09
8.950716400146484375e+01,2.626269124448299408e-02,3.455426389464832937e-09
8.960462188720703125e+01,2.626276761293411255e-02,3.379555524318789139e-09
8.970207977294921875e+01,2.626284584403038025e-02,3.305597129354964636e-09
8.981578063964843750e+01,2.626331150531768799e-02,3.221027000677167962e-09
8.991323852539062500e+01,2.626343816518783569e-02,3.150024907583315326e-09
9.001069641113281250e+01,2.626354061067104340e-02,3.080779631403629537e-09
9.010815429687500000e+01,2.626363374292850494e-02,3.013091331993678068e-09
9.020561218261718750e+01,2.626372128725051880e-02,2.946904054113019811e-09
9.030307006835937500e+01,2.626382559537887573e-02,2.882495797607020904e-09
9.040052795410156250e+01,2.626392431557178497e-02,2.819260380704236013e-09
9.051422882080078125e+01,2.626375667750835419e-02,2.746809446563247548e-09
9.061168670654296875e+01,2.626383490860462189e-02,2.686087130499004161e-09
9.070914459228515625e+01,2.626393735408782959e-02,2.626902695368471541e-09
9.080660247802734375e+01,2.626404911279678345e-02,2.568868007202240733e-09
9.090406036376953125e+01,2.626413851976394653e-02,2.511858498976948795e-09
9.100151824951171875e+01,2.626423165202140808e-02,2.456324255106778764e-09
9.111521911621093750e+01,2.626463957130908966e-02,2.393399478606283992e-09
9.121267700195312500e+01,2.626474015414714813e-02,2.340805105305321376e-09
9.131013488769531250e+01,2.626483142375946045e-02,2.288806699723977545e-09
9.140759277343750000e+01,2.626492455601692200e-02,2.238247809316362691e-09
9.150505065917968750e+01,2.626500092446804047e-02,2.188749403941869787e-09
9.160250854492187500e+01,2.626508660614490509e-02,2.140656318871947406e-09
9.171620941162109375e+01,2.626488357782363892e-02,2.086184336391738725e-09
9.181366729736328125e+01,2.626499347388744354e-02,2.041115498840895270e-09
9.191112518310546875e+01,2.626508846879005432e-02,1.996537823956145985e-09
9.200858306884765625e+01,2.626517415046691895e-02,1.953033290646999376e-09
9.210604095458984375e+01,2.626526914536952972e-02,1.910353653045149258e-09
9.220349884033203125e+01,2.626535668969154358e-02,1.868460275389338676e-09
9.230095672607421875e+01,2.626544982194900513e-02,1.827496487472046738e-09
9.241465759277343750e+01,2.626577392220497131e-02,1.780251723815240439e-09
9.251211547851562500e+01,2.626586146652698517e-02,1.740420585427671085e-09
9.260957336425781250e+01,2.626594156026840210e-02,1.701279561672208729e-09
9.270703125000000000e+01,2.626598440110683441e-02,1.663516435712608654e-09
9.280448913574218750e+01,2.626604959368705750e-02,1.626773160623429249e-09
9.290194702148437500e+01,2.626611664891242981e-02,1.591330511807598214e-09
9.301564788818359375e+01,2.626606449484825134e-02,1.551060169191487148e-09
9.311310577392578125e+01,2.626612782478332520e-02,1.517855841015602891e-09
9.321056365966796875e+01,2.626619674265384674e-02,1.485539136147906447e-09
9.330802154541015625e+01,2.626623958349227905e-02,1.453937858997278454e-09
9.340547943115234375e+01,2.626630291342735291e-02,1.423026474434152533e-09
9.350293731689453125e+01,2.626639418303966522e-02,1.393059556598075233e-09
9.360039520263671875e+01,2.626643143594264984e-02,1.362931878468032210e-09
9.371409606933593750e+01,2.626671083271503448e-02,1.328714360759875035e-09
9.381155395507812500e+01,2.626677416265010834e-02,1.299750751471151489e-09
9.390901184082031250e+01,2.626686915755271912e-02,1.271348248899073496e-09
9.400646972656250000e+01,2.626693993806838989e-02,1.243499858638585920e-09
9.410392761230468750e+01,2.626697346568107605e-02,1.216209688514879872e-09
9.420138549804687500e+01,2.626706287264823914e-02,1.189426113157310283e-09
9.431508636474609375e+01,2.626692876219749451e-02,1.158783957677655962e-09
9.441254425048828125e+01,2.626695856451988220e-02,1.133299232236595344e-09
9.451000213623046875e+01,2.626700140535831451e-02,1.108751868095225745e-09
9.460746002197265625e+01,2.626706473529338837e-02,1.084739520429423010e-09
9.470491790771484375e+01,2.626712620258331299e-02,1.061687182613013647e-09
9.480237579345703125e+01,2.626719139516353607e-02,1.039416996917452707e-09
9.491607666015625000e+01,2.626749314367771149e-02,1.014264672249964860e-09
9.501353454589843750e+01,2.626755274832248688e-02,9.930694044868459969e-10
9.511099243164062500e+01,2.626760490238666534e-02,9.728002847708694389e-10
9.520845031738281250e+01,2.626764960587024689e-02,9.528727806795700417e-10
9.530590820312500000e+01,2.626770548522472382e-02,9.336957873529172502e-10
9.540336608886718750e+01,2.626775763928890228e-02,9.150729618490061057e-10
9.550082397460937500e+01,2.626782283186912537e-02,8.966673514798628730e-10
9.561452484130859375e+01,2.626757510006427765e-02,8.753697211538735701e-10
9.571198272705078125e+01,2.626762166619300842e-02,8.576594989762043042e-10
9.580944061279296875e+01,2.626767754554748535e-02,8.402047946276525181e-10
9.590689849853515625e+01,2.626772969961166382e-02,8.231546555492741390e-10
9.600435638427734375e+01,2.626775763928890228e-02,8.054875655361115605e-10
9.610181427001953125e+01,2.626777440309524536e-02,7.884923269863008954e-10
9.621551513671875000e+01,2.626826986670494080e-02,7.685969083404131652e-10
9.631297302246093750e+01,2.626831270754337311e-02,7.515303934724215651e-10
9.641043090820312500e+01,2.626837231218814850e-02,7.349008623869224266e-10
9.650788879394531250e+01,2.626841515302658081e-02,7.185632644457484730e-10
9.660534667968750000e+01,2.626844681799411774e-02,7.027145532134682071e-10
9.670280456542968750e+01,2.626847848296165466e-02,6.873939750740021282e-10
9.680026245117187500e+01,2.626854740083217621e-02,6.726100232334886186e-10
9.691396331787109375e+01,2.626814879477024078e-02,6.556764575726958810e-10
9.701142120361328125e+01,2.626821398735046387e-02,6.420805553908337515e-10
9.710887908935546875e+01,2.626826986670494080e-02,6.285134079853094136e-10
9.720633697509765625e+01,2.626830525696277618e-02,6.159987520071297240e-10
9.730379486083984375e+01,2.626835182309150696e-02,6.037029764982548841e-10
9.740125274658203125e+01,2.626838535070419312e-02,5.917727974313891082e-10
9.751495361328125000e+01,2.626884728670120239e-02,5.782324064007582365e-10
9.761241149902343750e+01,2.626888081431388855e-02,5.672554648228356200e-10
9.770986938476562500e+01,2.626892551779747009e-02,5.567175054288497904e-10
9.780732727050781250e+01,2.626895904541015625e-02,5.459688257047901061e-10
9.790478515625000000e+01,2.626901678740978241e-02,5.355171306398176512e-10
9.800224304199218750e+01,2.626902796328067780e-02,5.254854884562121242e-10
9.811594390869140625e+01,2.626869454979896545e-02,5.140250447510652521e-10
9.821340179443359375e+01,2.626872994005680084e-02,5.044722972691317864e-10
9.831085968017578125e+01,2.626875415444374084e-02,4.951297705169110941e-10
9.840831756591796875e+01,2.626876905560493469e-02,4.859508906385201499e-10
9.850577545166015625e+01,2.626879326999187469e-02,4.767674033345770113e-10
9.860323333740234375e+01,2.626885101199150085e-02,4.678065712582224478e-10
9.870069122314453125e+01,2.626888453960418701e-02,4.588944502170733131e-10
9.881439208984375000e+01,2.626933157444000244e-02,4.487041571632488512e-10
9.891184997558593750e+01,2.626936882734298706e-02,4.399170194790968935e-10
9.900930786132812500e+01,2.626939117908477783e-02,4.311805634760190742e-10
9.910676574707031250e+01,2.626942843198776245e-02,4.224907090843998958e-10
9.920422363281250000e+01,2.626945078372955322e-02,4.137509501678238166e-10
9.930168151855468750e+01,2.626948803663253784e-02,4.050773327879397812e-10
9.941538238525390625e+01,2.626909315586090088e-02,3.948647242513203537e-10
9.951284027099609375e+01,2.626913040876388550e-02,3.864150110999275967e-10
9.961029815673828125e+01,2.626915648579597473e-02,3.779614399235242672e-10
9.970775604248046875e+01,2.626919187605381012e-02,3.696075945303078925e-10
9.980521392822265625e+01,2.626921609044075012e-02,3.613831733861871953e-10
9.990267181396484375e+01,2.626925148069858551e-02,3.532147352380832217e-10
